2406,2021-04-04,14,2021,0.487033505,3.107594929,8.786629769,1.74146663,8.958351314,23.57686421,75.80853076,30.77758619,4.271741695,-27.25227434,12.56768938,-28.71918584,67.18316452,12.83858285,26.42305211,16.48005712,6.886624097,-6.465239874,-1.566808348,-9.507608472,219808.8571,338150,24.19146924,1.206680764,22.98478848
1302,2021-04-04,14,2021,1.005046445,5.597060799,16.55593704,4.115189246,15.87596114,42.87086516,72.64895538,25.1951414,5.042158001,11.00526396,14.95223851,6.177821643,68.42386065,6.174885034,26.5582625,-5.132568814,0.554208376,4.809748943,-2.793889328,-0.890881428,21319.57143,32997,27.35104462,2.088069769,25.26297485
3555,2021-04-04,14,2021,0.498466116,4.331662314,16.66888867,1.995382685,11.47804697,43.31484305,75.91776043,30.2122257,4.683743205,-7.517083567,14.6816791,-21.82061129,70.25564403,8.05930467,25.72912816,17.42421084,0.33524301,-8.348368618,-2.021777034,2.446667189,31510.71429,48177,24.08223957,1.5665602,22.51567937
3551,2021-04-04,14,2021,0.278745366,3.036721804,11.54084568,0.767718082,8.992643893,30.30431634,80.03928751,35.79555034,6.225403673,-51.22048363,18.85965681,-52.31809367,68.21595974,17.33220175,24.33262825,47.10926404,-5.431764806,-17.00889977,-0.203789462,-0.322209724,146612.1429,224644,19.96071249,0.163444716,19.79726778
2405,2021-04-04,14,2021,1.404189414,6.181999682,18.0954845,3.960134862,16.74628826,46.24180434,72.85854317,21.68684827,4.994730771,23.77042858,16.19377737,3.411871637,68.12758597,6.944260742,25.12786591,-13.69403056,7.764364403,0.477655903,-0.014977468,-9.002812082,81972.14286,123032,27.14145683,0.010913999,27.13054283
471,2021-04-04,14,2021,0.359402426,2.520562475,13.37606844,0.610106226,5.450087507,29.5185489,71.62761881,30.66829004,1.818708531,38.59078746,4.059918422,34.24130586,70.35667834,1.806424769,36.79725111,-16.65602968,38.516797,37.58068847,1.388549133,-0.618368568,3744.571429,6683,28.37238119,-0.980963519,29.35334471
4835,2021-04-04,14,2021,0.427416143,3.490310899,11.1758789,1.399239449,8.978410585,31.31779957,75.79046396,30.13924513,3.719565687,-6.163482709,9.725827084,-7.684863123,69.45144916,9.127260659,26.72026276,12.79546688,-5.762839137,-6.977276558,-0.358347603,1.515772775,67999.14286,109937,24.20953604,0.272570059,23.93696598
2404,2021-04-04,14,2021,1.194137811,5.483723968,15.68453223,3.722855233,14.47173317,42.6451627,73.16095028,23.16069476,4.582141161,19.67601554,15.00207109,-3.535098054,68.43818738,6.900771463,27.51299998,-15.81908636,8.12047108,-0.154508722,-0.486069125,-6.912975226,85792.14286,130792,26.83904972,0.357349758,26.48169996
1306,2021-04-04,14,2021,1.747021742,7.299522042,17.27397917,4.61924932,16.88158775,45.48036728,72.57520473,21.41651169,5.936515053,22.95971587,17.52886283,-3.692624458,70.32932554,3.193375126,29.47845093,-27.34858509,-4.382971562,-9.498584594,-1.708076676,-2.587162507,10095.28571,16171,27.42479527,1.261182102,26.16361317
1012,2021-04-04,14,2021,0.615694887,2.579414974,15.33264684,1.805887164,6.49361975,36.9333848,74.69508284,28.10526603,2.135633851,20.77983183,6.10835059,6.30725356,72.37836412,3.200844267,32.53028285,-13.60276158,-3.799049497,-3.690686072,-0.846450002,4.767713737,12267.14286,19632,25.30491716,0.637653952,24.66726321
3537,2021-04-04,14,2021,0.454500951,4.656050999,13.39161962,1.929296792,13.36748241,35.92597528,76.67907787,30.88791469,5.722115961,-18.63060744,16.98942568,-21.31880932,68.88200031,11.3194703,25.27320494,22.21605752,5.067158263,-2.925983175,-1.519595665,-3.219003019,91301.14286,139293,23.32092213,1.183191672,22.13773046
